employee_id,zip,state
EMP032257,28433,NC
EMP032258,21015,MD
EMP032259,27209,NC
EMP032260,20639,MD
EMP032261,98569,WA
EMP032262,43802,OH
EMP032263,62987,IL
EMP032264,11944,NY
EMP032265,19964,DE
EMP032266,49349,MI
EMP032267,15207,PA
EMP032268,79560,TX
EMP032269,44050,OH
EMP032270,85704,AZ
EMP032271,31087,GA
EMP032272,48720,MI
EMP032273,32344,FL
EMP032274,12932,NY
EMP032275,81506,CO
EMP032276,32565,FL
EMP032277,95565,CA
EMP032278,60421,IL
EMP032279,74959,OK
EMP032280,98270,WA
EMP032281,60071,IL
EMP032282,33484,FL
EMP032283,39669,MS
EMP032284,53186,WI
EMP032285,08527,NJ
EMP032286,06426,CT
EMP032287,19971,DE
EMP032288,03835,NH
EMP032289,77059,TX
EMP032290,48924,MI
EMP032291,20607,MD
EMP032292,01840,MA
EMP032293,90745,CA
EMP032294,85396,AZ
EMP032295,49221,MI
EMP032296,92805,CA
EMP032297,83801,ID
EMP032298,91803,CA
EMP032299,93926,CA
EMP032300,16925,PA
EMP032301,62274,IL
EMP032302,62021,IL
EMP032303,53580,WI
EMP032304,62824,IL
EMP032305,01119,MA
EMP032306,33709,FL
EMP032307,78660,TX
EMP032308,35594,AL
EMP032309,32136,FL
EMP032310,52402,IA
EMP032311,75207,TX
EMP032312,33612,FL
EMP032313,54737,WI
EMP032314,85258,AZ
EMP032315,50582,IA
EMP032316,38240,TN
EMP032317,98439,WA
EMP032318,27214,NC
EMP032319,71941,AR
EMP032320,76050,TX
EMP032321,17771,PA
EMP032322,71024,LA
EMP032323,35748,AL
EMP032324,54848,WI
EMP032325,30747,GA
EMP032326,22191,VA
EMP032327,75651,TX
EMP032328,24271,VA
EMP032329,07604,NJ
EMP032330,84022,UT
EMP032331,33175,FL
EMP032332,92807,CA
EMP032333,13029,NY
EMP032334,06013,CT
EMP032335,02673,MA
EMP032336,14530,NY
EMP032337,66956,KS
EMP032338,22181,VA
EMP032339,38671,MS
EMP032340,02835,RI
EMP032341,48342,MI
EMP032342,74426,OK
EMP032343,98662,WA
EMP032344,07512,NJ
EMP032345,80930,CO
EMP032346,32641,FL
EMP032347,85015,AZ
EMP032348,63627,MO
EMP032349,67631,KS
EMP032350,76227,TX
EMP032351,72824,AR
EMP032352,53566,WI
EMP032353,88130,NM
EMP032354,95961,CA
EMP032355,87801,NM
EMP032356,28278,NC
EMP032357,92831,CA
EMP032358,06757,CT
EMP032359,95667,CA
EMP032360,64656,MO
EMP032361,91381,CA
EMP032362,37025,TN
EMP032363,62985,IL
EMP032364,24228,VA
EMP032365,52584,IA
EMP032366,68447,NE
EMP032367,76230,TX
EMP032368,95466,CA
EMP032369,28442,NC
EMP032370,98840,WA
EMP032371,64642,MO
EMP032372,58270,ND
EMP032373,37325,TN
EMP032374,90248,CA
EMP032375,20020,DC
EMP032376,23851,VA
EMP032377,46031,IN
EMP032378,27843,NC
EMP032379,79534,TX
EMP032380,78725,TX
EMP032381,72936,AR
EMP032382,14610,NY
EMP032383,43728,OH
EMP032384,29102,SC
EMP032385,08027,NJ
EMP032386,32033,FL
EMP032387,28504,NC
EMP032388,79316,TX
EMP032389,66845,KS
EMP032390,76272,TX
EMP032391,27525,NC
EMP032392,34210,FL
EMP032393,14901,NY
EMP032394,28040,NC
EMP032395,85922,AZ
EMP032396,53065,WI
EMP032397,78251,TX
EMP032398,78719,TX
EMP032399,37146,TN
EMP032400,90701,CA
EMP032401,60402,IL
EMP032402,22214,VA
EMP032403,95565,CA
EMP032404,33610,FL
EMP032405,44702,OH
EMP032406,63472,MO
EMP032407,38920,MS
EMP032408,03894,NH
EMP032409,95667,CA
EMP032410,53505,WI
EMP032411,02875,RI
EMP032412,75156,TX
EMP032413,14216,NY
EMP032414,60501,IL
EMP032415,93601,CA
EMP032416,80747,CO
EMP032417,41129,KY
EMP032418,10505,NY
EMP032419,88330,NM
EMP032420,29607,SC
EMP032421,56521,MN
EMP032422,72704,AR
EMP032423,94544,CA
EMP032424,39574,MS
EMP032425,49629,MI
EMP032426,77327,TX
EMP032427,75067,TX
EMP032428,14769,NY
EMP032429,23185,VA
EMP032430,29673,SC
EMP032431,07072,NJ
EMP032432,68765,NE
EMP032433,95969,CA
EMP032434,95983,CA
EMP032435,68821,NE
EMP032436,72104,AR
EMP032437,33056,FL
EMP032438,15611,PA
EMP032439,28537,NC
EMP032440,79916,TX
EMP032441,10977,NY
EMP032442,11236,NY
EMP032443,84770,UT
EMP032444,27048,NC
EMP032445,19807,DE
EMP032446,23396,VA
EMP032447,88045,NM
EMP032448,33549,FL
EMP032449,90266,CA
EMP032450,28679,NC
EMP032451,37881,TN
EMP032452,37160,TN
EMP032453,30024,GA
EMP032454,89067,NV
EMP032455,29429,SC
EMP032456,27043,NC
EMP032457,84770,UT
EMP032458,44628,OH
EMP032459,36078,AL
EMP032460,39154,MS
EMP032461,32437,FL
EMP032462,74832,OK
EMP032463,73950,OK
EMP032464,92371,CA
EMP032465,01543,MA
EMP032466,85035,AZ
EMP032467,97839,OR
EMP032468,71835,AR
EMP032469,34141,FL
EMP032470,30045,GA
EMP032471,79764,TX
EMP032472,33486,FL
EMP032473,76710,TX
EMP032474,29032,SC
EMP032475,44401,OH
EMP032476,10562,NY
EMP032477,54210,WI
EMP032478,30092,GA
EMP032479,84782,UT
EMP032480,74850,OK
EMP032481,77871,TX
EMP032482,20391,DC
EMP032483,91302,CA
EMP032484,61607,IL
EMP032485,34653,FL
EMP032486,14905,NY
EMP032487,64763,MO
EMP032488,89701,NV
EMP032489,98649,WA
EMP032490,71112,LA
EMP032491,14550,NY
EMP032492,12828,NY
EMP032493,07806,NJ
EMP032494,76182,TX
EMP032495,90035,CA
EMP032496,34785,FL
EMP032497,95658,CA
EMP032498,42764,KY
EMP032499,15401,PA
EMP032500,28117,NC
EMP032501,01590,MA
EMP032502,32011,FL
EMP032503,97450,OR
EMP032504,75784,TX
EMP032505,18405,PA
EMP032506,02347,MA
EMP032507,54772,WI
EMP032508,10473,NY
EMP032509,96768,HI
EMP032510,80802,CO
EMP032511,66780,KS
EMP032512,32455,FL
EMP032513,35670,AL
EMP032514,47118,IN
EMP032515,54162,WI
EMP032516,18460,PA
EMP032517,19134,PA
EMP032518,91962,CA
EMP032519,84003,UT
EMP032520,07022,NJ
EMP032521,62806,IL
EMP032522,65443,MO
EMP032523,28729,NC
EMP032524,02659,MA
EMP032525,47330,IN
EMP032526,22067,VA
EMP032527,32466,FL
EMP032528,83703,ID
EMP032529,12308,NY
EMP032530,92123,CA
EMP032531,47710,IN
EMP032532,94103,CA
EMP032533,92036,CA
EMP032534,96002,CA
EMP032535,33983,FL
EMP032536,31542,GA
EMP032537,38952,MS
EMP032538,94303,CA
EMP032539,35175,AL
EMP032540,29831,SC
EMP032541,43128,OH
EMP032542,90094,CA
EMP032543,85298,AZ
EMP032544,56117,MN
EMP032545,29451,SC
EMP032546,71263,LA
EMP032547,98403,WA
EMP032548,77007,TX
EMP032549,19120,PA
EMP032550,81642,CO
EMP032551,08638,NJ
EMP032552,74037,OK
EMP032553,77702,TX
EMP032554,02831,RI
EMP032555,36830,AL
EMP032556,60968,IL
EMP032557,66535,KS
EMP032558,32064,FL
EMP032559,52140,IA
EMP032560,01031,MA
EMP032561,78230,TX
EMP032562,79916,TX
EMP032563,65672,MO
EMP032564,49117,MI
EMP032565,32095,FL
EMP032566,07666,NJ
EMP032567,77560,TX
EMP032568,68714,NE
EMP032569,95670,CA
EMP032570,49056,MI
EMP032571,19107,PA
EMP032572,28773,NC
EMP032573,48464,MI
EMP032574,73726,OK
EMP032575,19047,PA
EMP032576,85026,AZ
EMP032577,63451,MO
EMP032578,29453,SC
EMP032579,78596,TX
EMP032580,11209,NY
EMP032581,74760,OK
EMP032582,12701,NY
EMP032583,21774,MD
EMP032584,12094,NY
EMP032585,28690,NC
EMP032586,22712,VA
EMP032587,28644,NC
EMP032588,45363,OH
EMP032589,40831,KY
EMP032590,07522,NJ
EMP032591,93535,CA
EMP032592,71406,LA
EMP032593,04479,ME
EMP032594,54513,WI
EMP032595,92563,CA
EMP032596,35630,AL
EMP032597,20850,MD
EMP032598,92323,CA
EMP032599,32750,FL
EMP032600,85614,AZ
EMP032601,51557,IA
EMP032602,72038,AR
EMP032603,47465,IN
EMP032604,30607,GA
EMP032605,33859,FL
EMP032606,27808,NC
EMP032607,92620,CA
EMP032608,07013,NJ
EMP032609,75070,TX
EMP032610,32061,FL
EMP032611,91352,CA
EMP032612,56748,MN
EMP032613,95432,CA
EMP032614,91406,CA
EMP032615,37026,TN
EMP032616,28144,NC
EMP032617,04627,ME
EMP032618,48890,MI
EMP032619,77318,TX
EMP032620,89138,NV
EMP032621,27939,NC
EMP032622,32137,FL
EMP032623,12156,NY
EMP032624,39574,MS
EMP032625,50630,IA
EMP032626,84006,UT
EMP032627,29154,SC
EMP032628,84401,UT
EMP032629,78593,TX
EMP032630,48150,MI
EMP032631,38671,MS
EMP032632,33190,FL
EMP032633,38581,TN
EMP032634,06897,CT
EMP032635,49743,MI
EMP032636,92347,CA
EMP032637,55354,MN
EMP032638,89061,NV
EMP032639,11757,NY
EMP032640,16728,PA
EMP032641,76629,TX
EMP032642,44507,OH
EMP032643,35745,AL
EMP032644,81064,CO
EMP032645,65501,MO
EMP032646,70740,LA
EMP032647,76077,TX
EMP032648,83285,ID
EMP032649,76123,TX
EMP032650,81328,CO
EMP032651,75216,TX
EMP032652,12025,NY
EMP032653,34787,FL
EMP032654,78843,TX
EMP032655,11359,NY
EMP032656,61816,IL
EMP032657,85255,AZ
EMP032658,33544,FL
EMP032659,38828,MS
EMP032660,33981,FL
EMP032661,32080,FL
EMP032662,28442,NC
EMP032663,16655,PA
EMP032664,65330,MO
EMP032665,93244,CA
EMP032666,53147,WI
EMP032667,33827,FL
EMP032668,49639,MI
EMP032669,76133,TX
EMP032670,27892,NC
EMP032671,50067,IA
EMP032672,22940,VA
EMP032673,38368,TN
EMP032674,99654,AK
EMP032675,73089,OK
EMP032676,20735,MD
EMP032677,10173,NY
EMP032678,60409,IL
EMP032679,21154,MD
EMP032680,92314,CA
EMP032681,17727,PA
EMP032682,79043,TX
EMP032683,32137,FL
EMP032684,79344,TX
EMP032685,12463,NY
EMP032686,54965,WI
EMP032687,61490,IL
EMP032688,07436,NJ
EMP032689,50171,IA
EMP032690,97814,OR
EMP032691,17823,PA
EMP032692,02030,MA
EMP032693,94303,CA
EMP032694,72026,AR
EMP032695,78665,TX
EMP032696,37377,TN
EMP032697,08505,NJ
EMP032698,43356,OH
EMP032699,48760,MI
EMP032700,47920,IN
EMP032701,33611,FL
EMP032702,96094,CA
EMP032703,40744,KY
EMP032704,80807,CO
EMP032705,14063,NY
EMP032706,30905,GA
EMP032707,45653,OH
EMP032708,84627,UT
EMP032709,53502,WI
EMP032710,20001,DC
EMP032711,27615,NC
EMP032712,02907,RI
EMP032713,71354,LA
EMP032714,32789,FL
EMP032715,40845,KY
EMP032716,61262,IL
EMP032717,27605,NC
EMP032718,93651,CA
EMP032719,33410,FL
EMP032720,90602,CA
EMP032721,23106,VA
EMP032722,49806,MI
EMP032723,92064,CA
EMP032724,80919,CO
EMP032725,72651,AR
EMP032726,32643,FL
EMP032727,92084,CA
EMP032728,61727,IL
EMP032729,88410,NM
EMP032730,12033,NY
EMP032731,47803,IN
EMP032732,77060,TX
EMP032733,28031,NC
EMP032734,87110,NM
EMP032735,62628,IL
EMP032736,32114,FL
EMP032737,79901,TX
EMP032738,28364,NC
EMP032739,29003,SC
EMP032740,07724,NJ
EMP032741,33703,FL
EMP032742,47135,IN
EMP032743,14892,NY
EMP032744,55420,MN
EMP032745,19027,PA
EMP032746,65690,MO
EMP032747,17262,PA
EMP032748,75479,TX
EMP032749,54003,WI
EMP032750,79546,TX
EMP032751,45504,OH
EMP032752,45631,OH
EMP032753,95020,CA
EMP032754,49848,MI
EMP032755,37337,TN
EMP032756,39771,MS
EMP032757,30152,GA
EMP032758,32159,FL
EMP032759,99105,WA
EMP032760,61115,IL
EMP032761,75708,TX
EMP032762,79088,TX
EMP032763,38242,TN
EMP032764,57706,SD
EMP032765,10507,NY
EMP032766,13071,NY
EMP032767,27601,NC
EMP032768,92705,CA
EMP032769,16242,PA
EMP032770,04606,ME
EMP032771,21120,MD
EMP032772,23508,VA
EMP032773,24314,VA
EMP032774,44311,OH
EMP032775,61443,IL
EMP032776,33132,FL
EMP032777,37079,TN
EMP032778,53597,WI
EMP032779,94534,CA
EMP032780,22645,VA
EMP032781,76106,TX
EMP032782,07095,NJ
EMP032783,31510,GA
EMP032784,54921,WI
EMP032785,08349,NJ
EMP032786,32501,FL
EMP032787,94803,CA
EMP032788,68325,NE
EMP032789,53228,WI
EMP032790,62886,IL
EMP032791,48891,MI
EMP032792,34112,FL
EMP032793,02746,MA
EMP032794,95757,CA
EMP032795,29817,SC
EMP032796,07735,NJ
EMP032797,14818,NY
EMP032798,51461,IA
EMP032799,15009,PA
EMP032800,92865,CA
EMP032801,30541,GA
EMP032802,31789,GA
EMP032803,76225,TX
EMP032804,97430,OR
EMP032805,56467,MN
EMP032806,93908,CA
EMP032807,73054,OK
EMP032808,86436,AZ
EMP032809,84042,UT
EMP032810,99004,WA
EMP032811,34450,FL
EMP032812,06840,CT
EMP032813,31068,GA
EMP032814,33032,FL
EMP032815,61931,IL
EMP032816,76240,TX
EMP032817,60061,IL
EMP032818,56132,MN
EMP032819,15035,PA
EMP032820,33805,FL
EMP032821,85141,AZ
EMP032822,64625,MO
EMP032823,33411,FL
EMP032824,98225,WA
EMP032825,93207,CA
EMP032826,72022,AR
EMP032827,95568,CA
EMP032828,30021,GA
EMP032829,19934,DE
EMP032830,97639,OR
EMP032831,38476,TN
EMP032832,01152,MA
EMP032833,72087,AR
EMP032834,60402,IL
EMP032835,43780,OH
EMP032836,92061,CA
EMP032837,85004,AZ
EMP032838,78203,TX
EMP032839,92059,CA
EMP032840,89108,NV
EMP032841,01522,MA
EMP032842,41666,KY
EMP032843,95830,CA
EMP032844,43214,OH
EMP032845,30814,GA
EMP032846,85641,AZ
EMP032847,60963,IL
EMP032848,41365,KY
EMP032849,04030,ME
EMP032850,11743,NY
EMP032851,86322,AZ
EMP032852,79244,TX
EMP032853,98390,WA
EMP032854,19953,DE
EMP032855,20879,MD
EMP032856,95333,CA
EMP032857,63538,MO
EMP032858,81036,CO
EMP032859,93721,CA
EMP032860,81005,CO
EMP032861,85741,AZ
EMP032862,45693,OH
EMP032863,12914,NY
EMP032864,32829,FL
EMP032865,98580,WA
EMP032866,69028,NE
EMP032867,93230,CA
EMP032868,11242,NY
EMP032869,95466,CA
EMP032870,76442,TX
EMP032871,41553,KY
EMP032872,46327,IN
EMP032873,23357,VA
EMP032874,31791,GA
EMP032875,36560,AL
EMP032876,95422,CA
EMP032877,40207,KY
EMP032878,47170,IN
EMP032879,85936,AZ
EMP032880,33954,FL
EMP032881,90278,CA
EMP032882,90815,CA
EMP032883,72846,AR
EMP032884,31009,GA
EMP032885,66072,KS
EMP032886,92007,CA
EMP032887,95607,CA
EMP032888,72738,AR
EMP032889,11040,NY
EMP032890,32438,FL
EMP032891,76856,TX
EMP032892,11212,NY
EMP032893,93101,CA
EMP032894,92606,CA
EMP032895,03782,NH
EMP032896,63537,MO
EMP032897,07417,NJ
EMP032898,75075,TX
EMP032899,76373,TX
EMP032900,82052,WY
EMP032901,98239,WA
EMP032902,92124,CA
EMP032903,99031,WA
EMP032904,12465,NY
EMP032905,78843,TX
EMP032906,12916,NY
EMP032907,55923,MN
EMP032908,44844,OH
EMP032909,85710,AZ
EMP032910,13730,NY
EMP032911,66042,KS
EMP032912,71107,LA
EMP032913,06716,CT
EMP032914,78419,TX
EMP032915,36266,AL
EMP032916,01901,MA
EMP032917,79063,TX
EMP032918,01343,MA
EMP032919,63303,MO
EMP032920,11579,NY
EMP032921,97435,OR
EMP032922,92403,CA
EMP032923,36722,AL
EMP032924,28128,NC
EMP032925,67650,KS
EMP032926,08559,NJ
EMP032927,95635,CA
EMP032928,98029,WA
EMP032929,44695,OH
EMP032930,21561,MD
EMP032931,95257,CA
EMP032932,79505,TX
EMP032933,40178,KY
EMP032934,93012,CA
EMP032935,99347,WA
EMP032936,91345,CA
EMP032937,33145,FL
EMP032938,33483,FL
EMP032939,83227,ID
EMP032940,06612,CT
EMP032941,65740,MO
EMP032942,49091,MI
EMP032943,10110,NY
EMP032944,75468,TX
EMP032945,79544,TX
EMP032946,31410,GA
EMP032947,07045,NJ
EMP032948,19330,PA
EMP032949,86005,AZ
EMP032950,14513,NY
EMP032951,47862,IN
EMP032952,16420,PA
EMP032953,26815,WV
EMP032954,30093,GA
EMP032955,34117,FL
EMP032956,52334,IA
EMP032957,80833,CO
EMP032958,77968,TX
EMP032959,90079,CA
EMP032960,32212,FL
EMP032961,34472,FL
EMP032962,78641,TX
EMP032963,89434,NV
EMP032964,21677,MD
EMP032965,67008,KS
EMP032966,07442,NJ
EMP032967,55741,MN
EMP032968,80301,CO
EMP032969,35035,AL
EMP032970,95830,CA
EMP032971,74883,OK
EMP032972,59487,MT
EMP032973,85251,AZ
EMP032974,46532,IN
EMP032975,66856,KS
EMP032976,86314,AZ
EMP032977,92365,CA
EMP032978,11374,NY
EMP032979,50111,IA
EMP032980,51040,IA
EMP032981,38069,TN
EMP032982,31419,GA
EMP032983,33919,FL
EMP032984,14470,NY
EMP032985,07417,NJ
EMP032986,12824,NY
EMP032987,92126,CA
EMP032988,73561,OK
EMP032989,11231,NY
EMP032990,95341,CA
EMP032991,30292,GA
EMP032992,33316,FL
EMP032993,36343,AL
EMP032994,58530,ND
EMP032995,32615,FL
EMP032996,14480,NY
EMP032997,75127,TX
EMP032998,93263,CA
EMP032999,89801,NV
EMP033000,19716,DE
EMP033001,97128,OR
EMP033002,27910,NC
EMP033003,95252,CA
EMP033004,70776,LA
EMP033005,35956,AL
EMP033006,79363,TX
EMP033007,76023,TX
EMP033008,63014,MO
EMP033009,89048,NV
EMP033010,29461,SC
EMP033011,39443,MS
EMP033012,87321,NM
EMP033013,77853,TX
EMP033014,78284,TX
EMP033015,75251,TX
EMP033016,80301,CO
EMP033017,06033,CT
EMP033018,32837,FL
EMP033019,55056,MN
EMP033020,33435,FL
EMP033021,60050,IL
EMP033022,28642,NC
EMP033023,10166,NY
EMP033024,44454,OH
EMP033025,30558,GA
EMP033026,15701,PA
EMP033027,98253,WA
EMP033028,07508,NJ
EMP033029,48723,MI
EMP033030,12585,NY
EMP033031,28803,NC
EMP033032,33036,FL
EMP033033,50060,IA
EMP033034,37334,TN
EMP033035,31065,GA
EMP033036,79064,TX
EMP033037,64655,MO
EMP033038,39191,MS
EMP033039,55975,MN
EMP033040,65764,MO
EMP033041,53219,WI
EMP033042,48083,MI
EMP033043,99901,AK
EMP033044,61839,IL
EMP033045,38821,MS
EMP033046,06098,CT
EMP033047,95388,CA
EMP033048,80304,CO
EMP033049,91367,CA
EMP033050,17266,PA
EMP033051,31648,GA
EMP033052,47842,IN
EMP033053,43231,OH
EMP033054,32177,FL
EMP033055,91737,CA
EMP033056,24147,VA
EMP033057,49878,MI
EMP033058,48017,MI
EMP033059,34690,FL
EMP033060,33759,FL
EMP033061,02125,MA
EMP033062,77474,TX
EMP033063,08041,NJ
EMP033064,47024,IN
EMP033065,12487,NY
EMP033066,94707,CA
EMP033067,12024,NY
EMP033068,85541,AZ
EMP033069,24609,VA
EMP033070,68067,NE
EMP033071,60157,IL
EMP033072,13626,NY
EMP033073,56161,MN
EMP033074,49130,MI
EMP033075,26817,WV
EMP033076,98645,WA
EMP033077,81639,CO
EMP033078,90248,CA
EMP033079,77048,TX
EMP033080,98047,WA
EMP033081,98926,WA
EMP033082,22026,VA
EMP033083,19103,PA
EMP033084,78213,TX
EMP033085,49336,MI
EMP033086,90002,CA
EMP033087,29638,SC
EMP033088,30350,GA
EMP033089,94801,CA
EMP033090,06479,CT
EMP033091,32431,FL
EMP033092,03235,NH
EMP033093,77047,TX
EMP033094,29605,SC
EMP033095,30742,GA
EMP033096,77665,TX
EMP033097,98851,WA
EMP033098,32820,FL
EMP033099,91789,CA
EMP033100,67360,KS
EMP033101,22311,VA
EMP033102,55354,MN
EMP033103,61344,IL
EMP033104,76908,TX
EMP033105,49246,MI
EMP033106,27885,NC
EMP033107,81425,CO
EMP033108,19702,DE
EMP033109,10546,NY
EMP033110,44429,OH
EMP033111,32344,FL
EMP033112,95672,CA
EMP033113,70115,LA
EMP033114,54120,WI
EMP033115,12057,NY
EMP033116,13207,NY
EMP033117,53020,WI
EMP033118,76566,TX
EMP033119,54978,WI
EMP033120,95691,CA
EMP033121,47129,IN
EMP033122,70117,LA
EMP033123,06853,CT
EMP033124,94578,CA
EMP033125,28579,NC
EMP033126,41855,KY
EMP033127,33710,FL
EMP033128,08060,NJ
EMP033129,66966,KS
EMP033130,08260,NJ
EMP033131,92127,CA
EMP033132,73552,OK
EMP033133,90250,CA
EMP033134,32459,FL
EMP033135,66959,KS
EMP033136,93012,CA
EMP033137,38720,MS
EMP033138,77444,TX
EMP033139,85712,AZ
EMP033140,25413,WV
EMP033141,52403,IA
EMP033142,12754,NY
EMP033143,93280,CA
EMP033144,15123,PA
EMP033145,95405,CA
EMP033146,92410,CA
EMP033147,92004,CA
EMP033148,48888,MI
EMP033149,48876,MI
EMP033150,44264,OH
EMP033151,16727,PA
EMP033152,62987,IL
EMP033153,96860,HI
EMP033154,80294,CO
EMP033155,61067,IL
EMP033156,80223,CO
EMP033157,92782,CA
EMP033158,48144,MI
EMP033159,61853,IL
EMP033160,78248,TX
EMP033161,52171,IA
EMP033162,24283,VA
EMP033163,49818,MI
EMP033164,96086,CA
EMP033165,10960,NY
EMP033166,39327,MS
EMP033167,06063,CT
EMP033168,56566,MN
EMP033169,78873,TX
EMP033170,35462,AL
EMP033171,33063,FL
EMP033172,30474,GA
EMP033173,95816,CA
EMP033174,55768,MN
EMP033175,79357,TX
EMP033176,94960,CA
EMP033177,20853,MD
EMP033178,76431,TX
EMP033179,08332,NJ
EMP033180,70732,LA
EMP033181,97873,OR
EMP033182,14512,NY
EMP033183,02169,MA
EMP033184,35744,AL
EMP033185,68652,NE
EMP033186,27876,NC
EMP033187,73543,OK
EMP033188,24185,VA
EMP033189,92371,CA
EMP033190,75022,TX
EMP033191,38664,MS
EMP033192,49544,MI
EMP033193,07976,NJ
EMP033194,61862,IL
EMP033195,60639,IL
EMP033196,89138,NV
EMP033197,71674,AR
EMP033198,39752,MS
EMP033199,47849,IN
EMP033200,18325,PA
EMP033201,75415,TX
EMP033202,89441,NV
EMP033203,20687,MD
EMP033204,76120,TX
EMP033205,08852,NJ
EMP033206,01072,MA
EMP033207,76841,TX
EMP033208,85032,AZ
EMP033209,77057,TX
EMP033210,78370,TX
EMP033211,44410,OH
EMP033212,43944,OH
EMP033213,20646,MD
EMP033214,12041,NY
EMP033215,91801,CA
EMP033216,47220,IN
EMP033217,11243,NY
EMP033218,45678,OH
EMP033219,61370,IL
EMP033220,61335,IL
EMP033221,95960,CA
EMP033222,92008,CA
EMP033223,12736,NY
EMP033224,84653,UT
EMP033225,93452,CA
EMP033226,55443,MN
EMP033227,92318,CA
EMP033228,08738,NJ
EMP033229,53580,WI
EMP033230,31401,GA
EMP033231,62966,IL
EMP033232,56183,MN
EMP033233,31407,GA
EMP033234,89110,NV
EMP033235,14620,NY
EMP033236,76371,TX
EMP033237,77901,TX
EMP033238,14226,NY
EMP033239,95113,CA
EMP033240,02132,MA
EMP033241,45780,OH
EMP033242,96731,HI
EMP033243,79087,TX
EMP033244,28308,NC
EMP033245,04221,ME
EMP033246,14486,NY
EMP033247,99179,WA
EMP033248,31733,GA
EMP033249,23015,VA
EMP033250,38379,TN
EMP033251,93105,CA
EMP033252,46075,IN
EMP033253,62823,IL
EMP033254,77503,TX
EMP033255,15444,PA
EMP033256,21010,MD
EMP033257,89834,NV
EMP033258,45506,OH
EMP033259,19720,DE
EMP033260,13308,NY
EMP033261,67501,KS
EMP033262,26590,WV
EMP033263,93608,CA
EMP033264,97333,OR
EMP033265,31015,GA
EMP033266,17268,PA
EMP033267,08880,NJ
EMP033268,21035,MD
EMP033269,92109,CA
EMP033270,92620,CA
EMP033271,91730,CA
EMP033272,28906,NC
EMP033273,28303,NC
EMP033274,06450,CT
EMP033275,31410,GA
EMP033276,94014,CA
EMP033277,88072,NM
EMP033278,82050,WY
EMP033279,06239,CT
EMP033280,01343,MA
EMP033281,62479,IL
EMP033282,99603,AK
EMP033283,16365,PA
EMP033284,01072,MA
EMP033285,77554,TX
EMP033286,85539,AZ
EMP033287,87401,NM
EMP033288,67030,KS
EMP033289,11765,NY
EMP033290,15322,PA
EMP033291,75065,TX
EMP033292,13413,NY
EMP033293,29565,SC
EMP033294,33523,FL
EMP033295,18936,PA
EMP033296,38759,MS
EMP033297,10305,NY
EMP033298,15145,PA
EMP033299,93205,CA
EMP033300,56650,MN
EMP033301,29031,SC
EMP033302,21676,MD
EMP033303,62091,IL
EMP033304,95215,CA
EMP033305,49269,MI
EMP033306,11256,NY
EMP033307,37415,TN
EMP033308,99360,WA
EMP033309,95030,CA
EMP033310,07840,NJ
EMP033311,77021,TX
EMP033312,70072,LA
EMP033313,75486,TX
EMP033314,45303,OH
EMP033315,60137,IL
EMP033316,78065,TX
EMP033317,24319,VA
EMP033318,75446,TX
EMP033319,33418,FL
EMP033320,23141,VA
EMP033321,84783,UT
EMP033322,37178,TN
EMP033323,70770,LA
EMP033324,85616,AZ
EMP033325,58772,ND
EMP033326,54979,WI
EMP033327,77040,TX
EMP033328,29067,SC
EMP033329,13465,NY
EMP033330,33034,FL
EMP033331,61561,IL
EMP033332,11579,NY
EMP033333,14432,NY
EMP033334,10451,NY
EMP033335,33777,FL
EMP033336,77530,TX
EMP033337,85345,AZ
EMP033338,36323,AL
EMP033339,45875,OH
EMP033340,73160,OK
EMP033341,80631,CO
EMP033342,60423,IL
EMP033343,84001,UT
EMP033344,23233,VA
EMP033345,10461,NY
EMP033346,18195,PA
EMP033347,28312,NC
EMP033348,45322,OH
EMP033349,80116,CO
EMP033350,31636,GA
EMP033351,78550,TX
EMP033352,60465,IL
EMP033353,73932,OK
EMP033354,54521,WI
EMP033355,33184,FL
EMP033356,13368,NY
EMP033357,63439,MO
EMP033358,31522,GA
EMP033359,21767,MD
EMP033360,77707,TX
EMP033361,75501,TX
EMP033362,71462,LA
EMP033363,08020,NJ
EMP033364,61932,IL
EMP033365,29162,SC
EMP033366,92845,CA
EMP033367,74346,OK
EMP033368,13636,NY
EMP033369,89825,NV
EMP033370,48341,MI
EMP033371,29569,SC
EMP033372,85379,AZ
EMP033373,42732,KY
EMP033374,85637,AZ
EMP033375,06418,CT
EMP033376,93012,CA
EMP033377,62890,IL
EMP033378,17033,PA
EMP033379,88312,NM
EMP033380,75228,TX
EMP033381,17545,PA
EMP033382,64750,MO
EMP033383,67442,KS
EMP033384,38468,TN
EMP033385,94028,CA
EMP033386,95608,CA
EMP033387,95501,CA
EMP033388,32430,FL
EMP033389,56048,MN
EMP033390,34974,FL
EMP033391,95934,CA
EMP033392,07945,NJ
EMP033393,56209,MN
EMP033394,79356,TX
EMP033395,36526,AL
EMP033396,62379,IL
EMP033397,01720,MA
EMP033398,17364,PA
EMP033399,13124,NY
EMP033400,90831,CA
EMP033401,01879,MA
EMP033402,16256,PA
EMP033403,33592,FL
EMP033404,44887,OH
EMP033405,99143,WA
EMP033406,81635,CO
EMP033407,15433,PA
EMP033408,29456,SC
EMP033409,43612,OH
EMP033410,35981,AL
EMP033411,35126,AL
EMP033412,43436,OH
EMP033413,78260,TX
EMP033414,93619,CA
EMP033415,35614,AL
EMP033416,44203,OH
